CLASS;SENSOR_ID;LAEQ;DATE_TIME
shouting;b827eb712b1a;60.309253480848454;"2019-07-01 16:53:41"
shouting;b827eb712b1a;60.28429841967355;"2019-07-01 16:53:41"
shouting;b827eb712b1a;58.32267129436801;"2019-07-01 16:53:35"
shouting;b827eb712b1a;58.25300199638646;"2019-07-01 16:53:35"
birds;b827eb39963e;56.14436036560953;"2019-07-01 16:53:25"
birds;b827eb39963e;56.27896289761545;"2019-07-01 16:53:24"
engine_rev;b827eb452ccb;61.01912449156666;"2019-07-01 16:53:15"
engine_rev;b827eb452ccb;61.22046200573639;"2019-07-01 16:53:14"
engine_rev;b827eb712b1a;54.7893020417103;"2019-07-01 16:53:11"
engine_rev;b827eb712b1a;54.5671964955817;"2019-07-01 16:53:11"
engine_rev;b827eb3e52b8;53.768661244821345;"2019-07-01 16:53:07"
engine_rev;b827eb452ccb;58.69461776879294;"2019-07-01 16:53:06"
engine_rev;b827eb452ccb;58.41117596196452;"2019-07-01 16:53:05"
engine_rev;b827eb452ccb;57.932635066180104;"2019-07-01 16:53:03"
engine_rev;b827eb452ccb;57.94914301337982;"2019-07-01 16:53:03"
birds;b827eb39963e;54.60844149276216;"2019-07-01 16:52:55"
birds;b827eb39963e;54.72699621612695;"2019-07-01 16:52:54"
shouting;b827eb3e52b8;54.91418284085789;"2019-07-01 16:52:50"
engine_rev;b827ebf3744c;52.153556700586066;"2019-07-01 16:52:50"
shouting;b827eb3e52b8;54.84554854710041;"2019-07-01 16:52:49"
birds;b827eb3e52b8;53.322417986588356;"2019-07-01 16:52:48"
birds;b827eb712b1a;52.74093157234254;"2019-07-01 16:52:48"
birds;b827eb712b1a;52.7607277153762;"2019-07-01 16:52:48"
birds;b827eb3e52b8;53.33212765519457;"2019-07-01 16:52:47"
engine_rev;b827eb452ccb;57.67082181646526;"2019-07-01 16:52:43"
birds;b827eb712b1a;52.298377471003015;"2019-07-01 16:52:24"
birds;b827eb712b1a;52.64103617345875;"2019-07-01 16:52:24"
birds;b827eb3e52b8;50.62314557740807;"2019-07-01 16:52:24"
birds;b827eb3e52b8;50.71310025089984;"2019-07-01 16:52:24"
birds;b827ebf3744c;56.39348131691969;"2019-07-01 16:52:04"
birds;b827ebf3744c;56.2945803185178;"2019-07-01 16:52:03"
birds;b827ebf3744c;55.91813957979292;"2019-07-01 16:52:02"
birds;b827ebf3744c;55.836673767296546;"2019-07-01 16:52:02"
birds;b827ebf3744c;55.458876104819474;"2019-07-01 16:52:00"
birds;b827ebf3744c;55.47896227300099;"2019-07-01 16:52:00"
birds;b827ebf3744c;55.253071574166306;"2019-07-01 16:51:59"
birds;b827ebf3744c;54.60520993991696;"2019-07-01 16:51:56"
birds;b827ebf3744c;54.09979227990021;"2019-07-01 16:51:55"
birds;b827ebf3744c;54.0908755871;"2019-07-01 16:51:55"
birds;b827ebf3744c;55.04750799675953;"2019-07-01 16:51:51"
birds;b827ebf3744c;55.16128680010589;"2019-07-01 16:51:50"
engine_rev;b827ebf3744c;53.956217364086314;"2019-07-01 16:51:37"
engine_rev;b827ebf3744c;54.13034284625769;"2019-07-01 16:51:21"
engine_rev;b827ebf3744c;53.53199894758484;"2019-07-01 16:51:19"
engine_rev;b827ebf3744c;53.39658794499499;"2019-07-01 16:51:19"
construction;b827eb452ccb;58.1732463216926;"2019-07-01 16:51:14"
construction;b827eb3e52b8;51.579570931802756;"2019-07-01 16:51:13"
birds;b827eb712b1a;51.57018231653569;"2019-07-01 16:51:11"
construction;b827eb452ccb;58.38311580938005;"2019-07-01 16:51:10"
construction;b827eb452ccb;58.322194394013216;"2019-07-01 16:51:10"
birds;b827eb712b1a;51.43511316595645;"2019-07-01 16:51:10"
construction;b827eb3e52b8;50.529168146010676;"2019-07-01 16:51:10"
birds;b827ebf3744c;50.47534003926856;"2019-07-01 16:51:03"
birds;b827ebf3744c;50.55295194004756;"2019-07-01 16:51:03"
construction;b827eb452ccb;57.94541192447264;"2019-07-01 16:50:51"
construction;b827eb3e52b8;51.778075391556555;"2019-07-01 16:50:50"
construction;b827eb452ccb;57.98423501781273;"2019-07-01 16:50:49"
construction;b827eb3e52b8;51.59704340112416;"2019-07-01 16:50:49"
birds;b827eb3e52b8;51.55358071357198;"2019-07-01 16:50:49"
construction;b827ebf3744c;55.13167723209429;"2019-07-01 16:50:49"
construction;b827ebf3744c;55.11215481275877;"2019-07-01 16:50:49"
construction;b827ebf3744c;55.07909685326471;"2019-07-01 16:50:49"
birds;b827eb3e52b8;51.3168322115564;"2019-07-01 16:50:48"
engine_rev;b827ebf3744c;54.63152549440522;"2019-07-01 16:50:46"
engine_rev;b827ebf3744c;54.00344059514289;"2019-07-01 16:50:45"
engine_rev;b827ebf3744c;53.74000805919433;"2019-07-01 16:50:45"
birds;b827eb712b1a;52.80968184493215;"2019-07-01 16:50:36"
birds;b827eb712b1a;52.25726356311134;"2019-07-01 16:50:34"
engine_rev;b827eb3e52b8;57.93739769027275;"2019-07-01 16:50:22"
engine_rev;b827eb452ccb;60.662005391021935;"2019-07-01 16:50:22"
engine_rev;b827eb3e52b8;62.32466893298561;"2019-07-01 16:50:20"
engine_rev;b827eb3e52b8;62.33603557408709;"2019-07-01 16:50:20"
engine_rev;b827eb452ccb;63.209484514374374;"2019-07-01 16:50:20"
engine_rev;b827eb452ccb;63.23683496271728;"2019-07-01 16:50:20"
birds;b827eb3e52b8;62.05987312417879;"2019-07-01 16:50:16"
birds;b827eb3e52b8;62.00840454140171;"2019-07-01 16:50:15"
engine_rev;b827eb452ccb;63.028944988091126;"2019-07-01 16:50:15"
engine_rev;b827eb452ccb;57.4827651460275;"2019-07-01 16:50:11"
engine_rev;b827eb3e52b8;52.42681638610169;"2019-07-01 16:50:10"
engine_rev;b827eb712b1a;53.839190544762836;"2019-07-01 16:50:07"
birds;b827eb712b1a;51.04254751510734;"2019-07-01 16:49:54"
birds;b827eb39963e;57.40457309971839;"2019-07-01 16:49:26"
birds;b827eb39963e;57.40139650412792;"2019-07-01 16:49:26"
birds;b827eb39963e;56.42691520741841;"2019-07-01 16:49:09"
birds;b827eb39963e;56.371807345998704;"2019-07-01 16:49:09"
birds;b827eb39963e;56.31025141104993;"2019-07-01 16:49:08"
engine_rev;b827eb712b1a;55.554142412789325;"2019-07-01 16:48:18"
engine_rev;b827eb3e52b8;57.01748910310684;"2019-07-01 16:48:17"
engine_rev;b827eb712b1a;52.63531018876273;"2019-07-01 16:48:14"
engine_rev;b827eb3e52b8;52.37574467169095;"2019-07-01 16:48:12"
engine_rev;b827eb452ccb;58.01950049018815;"2019-07-01 16:48:11"
engine_rev;b827eb452ccb;56.961440663499836;"2019-07-01 16:48:11"
shouting;b827eb39963e;59.903730217780016;"2019-07-01 16:47:32"
shouting;b827eb39963e;57.14557006280045;"2019-07-01 16:47:14"
birds;b827ebf3744c;55.52414756775064;"2019-07-01 16:47:12"
birds;b827ebf3744c;55.545494607964045;"2019-07-01 16:47:12"
birds;b827ebf3744c;55.476491423118915;"2019-07-01 16:47:11"
engine_rev;b827eb3e52b8;55.06705735972307;"2019-07-01 16:47:06"
engine_rev;b827eb452ccb;58.55675946987137;"2019-07-01 16:47:05"
engine_rev;b827eb3e52b8;54.40117556966254;"2019-07-01 16:47:04"
engine_rev;b827eb712b1a;56.17794015947349;"2019-07-01 16:46:57"
engine_rev;b827eb712b1a;56.744008769349286;"2019-07-01 16:46:55"
engine_rev;b827eb452ccb;58.96466734430055;"2019-07-01 16:46:48"
engine_rev;b827eb452ccb;58.8447262522103;"2019-07-01 16:46:47"
construction;b827eb3e52b8;53.41406931891318;"2019-07-01 16:46:43"
construction;b827eb452ccb;58.338553063588314;"2019-07-01 16:46:43"
engine_rev;b827eb712b1a;54.240952355207064;"2019-07-01 16:46:43"
rain;b827eb712b1a;54.20158945853739;"2019-07-01 16:46:43"
construction;b827eb452ccb;58.922305189425266;"2019-07-01 16:46:41"
